protein_name	chemical_id	chemical_name	atc	protein_id	mesh_id	uniprot_id	protein_score	protein_annotation	mesh_score	mesh_annotation	matador_score	matador_annotation
D000262	2215	apomorphine	G04BE07 N04BC07	D000262			0		511	INDIRECT	511	INDIRECT
GAD1	2215	apomorphine	G04BE07 N04BC07	9606.ENSP00000350928		Q9UHH4 Q9BU91 Q99259 Q8IVA8_HUMAN Q53TQ7_HUMAN	950	INDIRECT	0		950	INDIRECT
ADCY2	2215	apomorphine	G04BE07 N04BC07	9606.ENSP00000264672	D000262	Q08462 Q9UPU2 Q9UDB2_HUMAN Q7RTV6_HUMAN Q71UM8_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY1	2215	apomorphine	G04BE07 N04BC07	9606.ENSP00000297323	D000262	Q8NFM5_HUMAN Q75MI1 Q08828 Q59FG4_HUMAN	0		511	INDIRECT	511	INDIRECT
ADCY9	2215	apomorphine	G04BE07 N04BC07	9606.ENSP00000294016	D000262	Q4ZIR5_HUMAN Q4ZIR5 Q4ZHT9_HUMAN Q4ZHT9 O60503 O60273 Q9UGP2 Q9BWT4	0		511	INDIRECT	511	INDIRECT
ADCY8	2215	apomorphine	G04BE07 N04BC07	9606.ENSP00000286355	D000262	P40145	0		511	INDIRECT	511	INDIRECT
DDC	2215	apomorphine	G04BE07 N04BC07	9606.ENSP00000339928		Q75MJ6_HUMAN Q6IBS8_HUMAN Q5W5T9_HUMAN Q53Y41_HUMAN Q16723 P20711	950	INDIRECT	0		950	INDIRECT
D001094	2202	1,8-dihydroxy-9-anthrone		D001094			0		866	DIRECT	866	DIRECT
ALOX5	2202	1,8-dihydroxy-9-anthrone		9606.ENSP00000265455	D001094	Q5JQ14_HUMAN P09917	0		866	DIRECT	866	DIRECT
LTA4H	2202	1,8-dihydroxy-9-anthrone		9606.ENSP00000228740	D001094	Q59ES1_HUMAN Q49AK0_HUMAN P09960 Q6IAT6_HUMAN	0		866	DIRECT	866	DIRECT
D011969	2200	antazoline	R01AC04 R06AX05	D011969			0		950	DIRECT	950	DIRECT
ENSP00000347299	2200	antazoline	R01AC04 R06AX05	9606.ENSP00000347299	D011969	Q6P9E5_HUMAN P35367	0		950	DIRECT	950	DIRECT
GRIK5	2196	reset	N06BX11	9606.ENSP00000301218	D017470	Q8WWG8_HUMAN Q16478	0		316	DIRECT	316	DIRECT
GLUR6	2196	reset	N06BX11	9606.ENSP00000296893	D017470	Q9BZ15_HUMAN Q96KS7_HUMAN Q96KS6_HUMAN Q8WWS1_HUMAN Q8IY40_HUMAN Q6P3V6_HUMAN Q13002	0		316	DIRECT	316	DIRECT
GRM7	2196	reset	N06BX11	9606.ENSP00000354135	D017470	Q8NFS4 Q8NFS3 Q8NFS2 Q59G95_HUMAN Q14831	0		316	DIRECT	316	DIRECT
GRIN2A	2196	reset	N06BX11	9606.ENSP00000332549	D017470	O00669 Q59EW6_HUMAN Q547U9_HUMAN Q12879	0		316	DIRECT	316	DIRECT
GRM8	2196	reset	N06BX11	9606.ENSP00000351142	D017470	O95946 O95945 O00222 O15493 Q99997_HUMAN Q6J165 Q52M02 Q3MIV9	0		316	DIRECT	316	DIRECT
GRIN2C	2196	reset	N06BX11	9606.ENSP00000338645	D017470	Q8IW23_HUMAN Q59HF9_HUMAN Q14957 O15398_HUMAN	0		316	DIRECT	316	DIRECT
GRM6	2196	reset	N06BX11	9606.ENSP00000325675	D017470	O15303 Q8NHA9_HUMAN Q5HYM4_HUMAN	0		316	DIRECT	316	DIRECT
GRINA	2196	reset	N06BX11	9606.ENSP00000314380	D017470	O43836_HUMAN Q8IVW7_HUMAN Q7Z429_HUMAN	0		316	DIRECT	316	DIRECT
GRM5	2196	reset	N06BX11	9606.ENSP00000306138	D017470	P41594 Q6J164_HUMAN	0		316	DIRECT	316	DIRECT
D018092	2196	reset	N06BX11	D018092			0		818	DIRECT	818	DIRECT
D018091	2196	reset	N06BX11	D018091			0		844	DIRECT	844	DIRECT
GRIK3	2196	reset	N06BX11	9606.ENSP00000296212	D018092	Q96SG0_HUMAN Q96SC2_HUMAN Q96SC0_HUMAN Q96QG5_HUMAN Q13003 Q13004 Q16136 Q5T646_HUMAN	0		818	DIRECT	818	DIRECT
GRINL1A	2196	reset	N06BX11	9606.ENSP00000267853	D017470	Q53ER8_HUMAN Q9Y3V6_HUMAN Q96NF5_HUMAN Q96JB7_HUMAN Q6K051_HUMAN Q6K050_HUMAN Q6K046_HUMAN Q6EFN8_HUMAN Q6EF46_HUMAN Q6EF02_HUMAN Q6EF01_HUMAN Q6EES2_HUMAN	0		316	DIRECT	316	DIRECT
D017470	2196	reset	N06BX11	D017470			0		316	DIRECT	316	DIRECT
GRIN2B	2196	reset	N06BX11	9606.ENSP00000279593	D017470	Q59HA9_HUMAN Q13225 Q13224 Q13220 Q12919 Q9UM56	0		316	DIRECT	316	DIRECT
GRIA4	2196	reset	N06BX11	9606.ENSP00000282499	D018091	Q59GL7_HUMAN P48058 Q86XE8_HUMAN	0		844	DIRECT	844	DIRECT
GRIN3B	2196	reset	N06BX11	9606.ENSP00000234389	D017470	Q5F0I5_HUMAN Q5F0I4_HUMAN Q5EAK7 O60391 Q7RTW9	0		316	DIRECT	316	DIRECT
GRIN2D	2196	reset	N06BX11	9606.ENSP00000263269	D017470	Q59G17_HUMAN O15399	0		316	DIRECT	316	DIRECT
GRIA3	2196	reset	N06BX11	9606.ENSP00000326000	D018091	P42263 Q9UHA9_HUMAN Q9P0H2_HUMAN Q9P0H1_HUMAN Q9HDA2 Q9HDA1 Q9HDA0 Q5XKG2_HUMAN Q4VXD6_HUMAN Q4VXD6 Q4VXD5_HUMAN Q4VXD5	0		844	DIRECT	844	DIRECT
GRIA2	2196	reset	N06BX11	9606.ENSP00000264426	D018091	Q59F93_HUMAN P42262 Q9UHB0_HUMAN Q96FP6	950	DIRECT	844	DIRECT	950	DIRECT
GRM2	2196	reset	N06BX11	9606.ENSP00000296479	D017470	Q9H3N6 Q86YG3_HUMAN Q14416 Q52MC6 Q59GE5_HUMAN	0		316	DIRECT	316	DIRECT
GRM4	2196	reset	N06BX11	9606.ENSP00000266007	D017470	Q5SZ84 Q14833	0		316	DIRECT	316	DIRECT
GRID2	2196	reset	N06BX11	9606.ENSP00000282020	D017470	Q59FZ1_HUMAN Q4W5S4_HUMAN Q4W5L9_HUMAN Q4W5F4_HUMAN Q4W5B7_HUMAN Q4KKV0_HUMAN Q4KKU9_HUMAN Q4KKU8_HUMAN O43424	0		316	DIRECT	316	DIRECT
GRM1	2196	reset	N06BX11	9606.ENSP00000282753	D017470	Q5VTF8 Q5VTF7 Q59HC2_HUMAN Q14758 Q14757 Q13256 Q13255 Q9UGT0 Q9UGS9 Q9NU10	0		316	DIRECT	316	DIRECT
GRIK4	2196	reset	N06BX11	9606.ENSP00000278723	D018092	Q16099	0		818	DIRECT	818	DIRECT
GRIK1	2196	reset	N06BX11	9606.ENSP00000311646	D018092	P39086 Q9UNN1_HUMAN Q86SU9 Q71UA3_HUMAN Q13001	0		818	DIRECT	818	DIRECT
GRM3	2196	reset	N06BX11	9606.ENSP00000355316	D017470	Q8TBH9 Q8N0Z0_HUMAN Q86YG6 Q75N17 Q75MV4 Q14832	0		316	DIRECT	316	DIRECT
GRIA1	2196	reset	N06BX11	9606.ENSP00000285900	D018091	Q59GL5_HUMAN P42261	950	DIRECT_INDIRECT	844	DIRECT	950	DIRECT_INDIRECT
CYP19A1	2187	anastrozole	L02BG03	9606.ENSP00000260433	D001141	Q58FA0 Q45RG7_HUMAN Q16731 Q16449_HUMAN P11511 Q8TCA4_HUMAN Q8IYJ7_HUMAN Q8IYG4_HUMAN Q7Z471_HUMAN	0		950	DIRECT	950	DIRECT
D001141	2187	anastrozole	L02BG03	D001141			0		950	DIRECT	950	DIRECT
TOP2B	2179	amsacrine	L01XX01	9606.ENSP00000264331	D004250	Q59H80_HUMAN Q13600 Q02880 Q9UQP8 Q9UMG8 Q8WTY5_HUMAN Q71UH4_HUMAN Q6W6M6_HUMAN Q6LC06_HUMAN Q6LBI8_HUMAN	0		920	DIRECT	920	DIRECT
D004250	2179	amsacrine	L01XX01	D004250			0		920	DIRECT	920	DIRECT
ENSP00000269577	2179	amsacrine	L01XX01	9606.ENSP00000269577	D004250	Q71UQ5_HUMAN	950	DIRECT	920	DIRECT	950	DIRECT
CACNA2D4	2162	amlodipine	C08CA01	9606.ENSP00000280663	D020746	Q8IZS9_HUMAN Q86XZ5_HUMAN Q7Z3S8_HUMAN Q7Z3S7_HUMAN	0		609	DIRECT	609	DIRECT
CACNG1	2162	amlodipine	C08CA01	9606.ENSP00000226021	D020746	Q06432	0		609	DIRECT	609	DIRECT
CACNA1D	2162	amlodipine	C08CA01	9606.ENSP00000288139	D020746	Q59GD8_HUMAN Q13931 Q13916 Q01668 Q9UDC3_HUMAN Q71UT1_HUMAN	0		609	DIRECT	609	DIRECT
D020746	2162	amlodipine	C08CA01	D020746			0		609	DIRECT	609	DIRECT
CACNA1F	2162	amlodipine	C08CA01	9606.ENSP00000321618	D020746	O43901 O60840 O95226_HUMAN Q9UHB1_HUMAN	0		609	DIRECT	609	DIRECT
CACNB2	2162	amlodipine	C08CA01	9606.ENSP00000320025	D020746	O00304 Q9Y341 Q9Y340 Q9HD32 Q9BWU2 Q96NZ5 Q96NZ4 Q96NZ3 Q8WX81 Q6TME3_HUMAN Q6TME2_HUMAN Q6TME1_HUMAN Q6TME0_HUMAN Q5VWV7_HUMAN Q5VWV6_HUMAN Q5VWD8_HUMAN Q5VWD7_HUMAN Q5VVH1_HUMAN Q5UM67_HUMAN Q5QJA0_HUMAN Q5QJ99_HUMAN Q59H42_HUMAN Q08289	0		609	DIRECT	609	DIRECT
CACNA1C	2162	amlodipine	C08CA01	9606.ENSP00000266376	D020746	Q5V9X9_HUMAN Q59GU3_HUMAN Q4VMI9_HUMAN Q4VMI8_HUMAN Q4VMI7_HUMAN Q15877 Q14744 Q14743 Q13936 Q13933 Q13932 Q13930 Q13929 Q13928 Q13927 Q13926 Q13925 Q13924 Q13923 Q13922 Q13921 Q13920 Q13919 Q13918 Q13917 O95234_HUMAN Q99875 Q99241 Q99025 Q8N6C0_HUMAN Q86XX1_HUMAN Q86XX0_HUMAN	0		609	DIRECT	609	DIRECT
ENSP00000272190	2162	amlodipine	C08CA01	9606.ENSP00000272190		Q15296_HUMAN P00797 Q9UQK5_HUMAN Q6T5C2 Q6FI38_HUMAN	950	INDIRECT	0		950	INDIRECT
S100A7L1	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000329008	D009418	Q86SG5 Q5SY69_HUMAN	0		364	DIRECT	364	DIRECT
RPTN	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000317895	D009418	Q8N1M7_HUMAN Q6XPR3	0		364	DIRECT	364	DIRECT
ABCC8	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000303960	D009418	O75948 Q59GM5_HUMAN Q16583 Q09428	0		364	DIRECT	364	DIRECT
S100A5	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000352148	D009418	Q5RHS3_HUMAN Q52LE7_HUMAN P33763	0		364	DIRECT	364	DIRECT
S100A3	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000344329	D009418	Q6FGE4_HUMAN P33764	0		364	DIRECT	364	DIRECT
S100B	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000291700	D009418	P04271	0		364	DIRECT	364	DIRECT
S100A13	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000344822		Q99584 Q6FGF8_HUMAN Q52PI9_HUMAN	950	DIRECT	0		950	DIRECT
D002135	2161	amlexanox	A01AD07 R03DX01	D002135			0		950	DIRECT	950	DIRECT
S100Z	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000320430	D009418	Q8WXG8	0		364	DIRECT	364	DIRECT
S100A2	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000347697	D009418	O00266 Q9BU83 Q5RHS8_HUMAN P29034	0		364	DIRECT	364	DIRECT
D009418	2161	amlexanox	A01AD07 R03DX01	D009418			0		364	DIRECT	364	DIRECT
S100P	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000296370	D009418	P25815 Q5J7W2_HUMAN	0		364	DIRECT	364	DIRECT
S100A9	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000295382	D040502	Q9UCJ1 Q9NYM0 Q6FGA1_HUMAN P06702	0		950	DIRECT	950	DIRECT
D040502	2161	amlexanox	A01AD07 R03DX01	D040502			0		950	DIRECT	950	DIRECT
S100A12	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000295383	D009418	P80511 P83219 Q5SY66_HUMAN	0		364	DIRECT	364	DIRECT
S100A11	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000271638	D009418	Q5VTK0 P31949	0		364	DIRECT	364	DIRECT
S100A1	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000292169	D009418	Q5T7Y6_HUMAN Q5T7Y5_HUMAN Q5T7Y3_HUMAN P23297	0		364	DIRECT	364	DIRECT
S100A8	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000271846	D009418	Q5SY70_HUMAN P05109 Q9UCM6_HUMAN Q9UCJ0 Q9UC92	0		364	DIRECT	364	DIRECT
S100A14	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000340463	D009418	Q9HCY8 Q5RHT0_HUMAN Q5RHT0	0		364	DIRECT	364	DIRECT
S100A6	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000349740	D009418	P06703 Q5RHS4_HUMAN	0		364	DIRECT	364	DIRECT
ABCC11	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000240555	D009418	Q9BX80_HUMAN Q96JA6_HUMAN Q96J66_HUMAN Q8TDJ0_HUMAN Q8IXV6_HUMAN	0		364	DIRECT	364	DIRECT
PPID	2161	amlexanox	A01AD07 R03DX01	9606.ENSP00000303754		Q6FGM6_HUMAN Q08752	950	INDIRECT	0		950	INDIRECT
D011976	2160	amitriptyline	N06AA09	D011976			0		903	DIRECT	903	DIRECT
CHRM1	2160	amitriptyline	N06AA09	9606.ENSP00000306490	D011976	P11229 Q96RH1_HUMAN Q53XZ3_HUMAN	0		903	DIRECT	903	DIRECT
CYP2C19	2160	amitriptyline	N06AA09	9606.ENSP00000285981		Q16743_HUMAN P33261 P33259 Q8WZB2_HUMAN Q8WZB2 Q8WZB1_HUMAN Q8WZB1 Q767A3_HUMAN	950	DIRECT	0		950	DIRECT
CYP2D6	2160	amitriptyline	N06AA09	9606.ENSP00000346625		Q6XP50_HUMAN Q6NWU0_HUMAN Q6B012_HUMAN Q6B012 Q16804_HUMAN Q16752 P450C2D P10635	950	DIRECT	0		950	DIRECT
D009961	2160	amitriptyline	N06AA09	D009961			0		950	DIRECT	950	DIRECT
CHRM2	2160	amitriptyline	N06AA09	9606.ENSP00000319984	D011976	P08172 Q9P1X9 Q96RH0_HUMAN Q86SJ1_HUMAN Q6SL56_HUMAN Q4VBK6_HUMAN	0		903	DIRECT	903	DIRECT
ORM1	2160	amitriptyline	N06AA09	9606.ENSP00000349711	D009961	P02763 Q8TC16 Q6IB74_HUMAN Q5U067_HUMAN Q5T539_HUMAN Q5T538_HUMAN Q16571 P19652	0		950	DIRECT	950	DIRECT
ENSP00000176183	2159	amisulpride	N05AL05	9606.ENSP00000176183	D017448	Q99587_HUMAN Q99586_HUMAN Q8WXP5_HUMAN Q8WXP4_HUMAN Q8WXP3_HUMAN Q8WXP2_HUMAN Q8WXP1_HUMAN Q8WXP0_HUMAN Q8WXN9_HUMAN Q8WTT7_HUMAN Q8WTT6_HUMAN Q8WTT3_HUMAN Q8WTQ0_HUMAN Q8NGM5_HUMAN Q8IZC0_HUMAN Q8IZB8_HUMAN Q8IZB7_HUMAN Q8IZB6_HUMAN Q76E76_HUMAN	0		800	DIRECT	800	DIRECT
D017448	2159	amisulpride	N05AL05	D017448			0		800	DIRECT	800	DIRECT
DRD3	2159	amisulpride	N05AL05	9606.ENSP00000295881	D017448	Q9NY31_HUMAN Q9BXX6_HUMAN P35462 Q13167_HUMAN Q4VBM8 Q4VBM8_HUMAN	0		800	DIRECT	800	DIRECT
DRD2	2159	amisulpride	N05AL05	9606.ENSP00000347474	D017448	Q9UPA9 Q9NZR3 Q6LDH7_HUMAN Q59EH9_HUMAN P14416	0		800	DIRECT	800	DIRECT
D020168	2156	amiodarone	C01BD01	D020168			0		914	DIRECT	914	DIRECT
ABCB5	2156	amiodarone	C01BD01	9606.ENSP00000258738	D020168	Q5I5Q8_HUMAN Q5I5Q7_HUMAN Q8IXA1_HUMAN Q6XFQ5_HUMAN Q6KG50_HUMAN	0		914	DIRECT	914	DIRECT
CYP3A4	2156	amiodarone	C01BD01	9606.ENSP00000337915		Q9UK50 Q9BZM0_HUMAN Q86SK3_HUMAN Q86SK2_HUMAN Q7Z448_HUMAN Q6GRK0_HUMAN Q16757 P05184 P08684	950	DIRECT	0		950	DIRECT
D007453	2156	amiodarone	C01BD01	D007453			0		692	DIRECT	692	DIRECT
DIO1	2156	amiodarone	C01BD01	9606.ENSP00000355248	D007453	Q8WWC6 Q6Q4C9 Q6Q4C7 Q6Q4C6 Q6Q4C5 Q6Q4C4 Q6Q4C3 Q6Q4C2 Q6Q4C1 Q1RN02 P49895	0		692	DIRECT	692	DIRECT
DIO2	2156	amiodarone	C01BD01	9606.ENSP00000355413	D007453	Q9UDZ1 Q9P1W4_HUMAN Q9NZL0_HUMAN Q9HCP8_HUMAN Q9HCP7_HUMAN Q9C0K2_HUMAN Q92813 Q6P525_HUMAN Q6B0A3_HUMAN	0		692	DIRECT	692	DIRECT
ENSP00000329869	2156	amiodarone	C01BD01	9606.ENSP00000329869	D007453	P09935 P09934 P07202 Q8TCI9 Q8NF97 Q8NF96 Q8NF95 Q8NF94 Q8IUL0 Q6P534_HUMAN Q59GZ9_HUMAN Q53QT2_HUMAN Q502Y3_HUMAN Q16495_HUMAN	0		692	DIRECT	692	DIRECT
CYP2D6	2156	amiodarone	C01BD01	9606.ENSP00000346625	D019389	Q6XP50_HUMAN Q6NWU0_HUMAN Q6B012_HUMAN Q6B012 Q16804_HUMAN Q16752 P450C2D P10635	0		950	DIRECT	950	DIRECT
ABCB1	2156	amiodarone	C01BD01	9606.ENSP00000265724	D020168	Q59GY9_HUMAN Q14812 Q12755 P08183 O60213_HUMAN Q6TBL4_HUMAN	0		914	DIRECT	914	DIRECT
D019389	2156	amiodarone	C01BD01	D019389			0		950	DIRECT	950	DIRECT
ADRB1	2156	amiodarone	C01BD01	9606.ENSP00000046967	D011943	Q5T5Y4_HUMAN P08588 Q9UKG8 Q9UKG7	0		809	INDIRECT	809	INDIRECT
ADRB3	2156	amiodarone	C01BD01	9606.ENSP00000343782	D011943	Q4JFT4_HUMAN Q4JFT4 P13945	0		809	INDIRECT	809	INDIRECT
ADRB2	2156	amiodarone	C01BD01	9606.ENSP00000305372	D011943	P07550 O14823 O14824 O14825 O14826 Q9UMZ5 Q9UHA1 Q9UH95 Q9UCZ2_HUMAN Q9UCZ1_HUMAN Q9UCZ0_HUMAN Q9BYZ0_HUMAN Q96EC3_HUMAN Q8NEQ9 Q6P4D8_HUMAN Q6GMT4_HUMAN Q53GA6_HUMAN Q4JG18_HUMAN Q4JG18	0		809	INDIRECT	809	INDIRECT
D011943	2156	amiodarone	C01BD01	D011943			0		809	INDIRECT	809	INDIRECT
DIO3	2156	amiodarone	C01BD01	9606.ENSP00000352273	D007453	Q8WVN5 P55073	950	INDIRECT	692	DIRECT	950	INDIRECT
CYP2C8	2145	aminoglutethimide	L02BG01	9606.ENSP00000285985	D003577	Q5VX93_HUMAN P10632 Q9UCZ9_HUMAN Q8WWB1_HUMAN	0		163	DIRECT	163	DIRECT
CYP51A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000003100	D003577	Q16850 Q16784 P450L1 P45014DM O00770 O00772 Q99868 Q8N1A8	0		163	DIRECT	163	DIRECT
CYP2C19	2145	aminoglutethimide	L02BG01	9606.ENSP00000285981	D003577	Q16743_HUMAN P33261 P33259 Q8WZB2_HUMAN Q8WZB2 Q8WZB1_HUMAN Q8WZB1 Q767A3_HUMAN	0		163	DIRECT	163	DIRECT
CYP19A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000260433	D001141	Q58FA0 Q45RG7_HUMAN Q16731 Q16449_HUMAN P11511 Q8TCA4_HUMAN Q8IYJ7_HUMAN Q8IYG4_HUMAN Q7Z471_HUMAN	0		950	DIRECT	950	DIRECT
CYP27A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000258415	D003577	Q02318 Q86YQ6 Q6LDB4	0		163	DIRECT	163	DIRECT
CYP46A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000261835	D003577	Q9Y6A2 Q8N2B0_HUMAN	0		163	DIRECT	163	DIRECT
CYP2C9	2145	aminoglutethimide	L02BG01	9606.ENSP00000260682	D003577	Q5VX92_HUMAN Q5EDC5_HUMAN Q16872 Q16756 P11713 P11712 Q9UQ59_HUMAN Q9UEH3_HUMAN Q8WW80_HUMAN Q6IRV8_HUMAN	0		163	DIRECT	163	DIRECT
CYP4X1	2145	aminoglutethimide	L02BG01	9606.ENSP00000334954	D003577	Q8NAZ3_HUMAN Q8N118 Q5VVE5_HUMAN	0		163	DIRECT	163	DIRECT
CYP1A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000268062	D003577	Q53G23_HUMAN Q53G18_HUMAN P04798	0		163	DIRECT	163	DIRECT
CYP7B1	2145	aminoglutethimide	L02BG01	9606.ENSP00000310721	D003577	O75881 Q9UNF5	0		163	DIRECT	163	DIRECT
CYP2C18	2145	aminoglutethimide	L02BG01	9606.ENSP00000285979	D003577	Q53EX9_HUMAN Q4VAT6_HUMAN Q4VAT5_HUMAN Q16751 Q16750_HUMAN Q16703 P33260 Q7Z348_HUMAN Q6GRG1_HUMAN	0		163	DIRECT	163	DIRECT
CYP11B1	2145	aminoglutethimide	L02BG01	9606.ENSP00000292427	D003577	Q4VAQ9_HUMAN Q4VAQ8_HUMAN Q14095 P450C11 P15538 Q9UML2 Q8TE40_HUMAN Q8TE39_HUMAN Q8TE38_HUMAN Q8TDD0_HUMAN Q8N9P8_HUMAN	0		163	DIRECT	163	DIRECT
CYP2A6	2145	aminoglutethimide	L02BG01	9606.ENSP00000301141	D003577	P11509 P10890 P00190 Q9UK48 Q9H1Z7 Q4VAU1_HUMAN Q4VAU1 Q4VAU0_HUMAN Q4VAU0 Q4VAT9_HUMAN Q4VAT9 Q16803 Q13120_HUMAN	0		163	DIRECT	163	DIRECT
CYP4F12	2145	aminoglutethimide	L02BG01	9606.ENSP00000321821	D003577	O60389_HUMAN Q9HCS2 Q9HCS1 Q8IV39_HUMAN	0		163	DIRECT	163	DIRECT
CYP4A11	2145	aminoglutethimide	L02BG01	9606.ENSP00000311095	D003577	Q8TCB1_HUMAN Q8IWY5 Q86SU6_HUMAN Q5VSP8_HUMAN Q16866 Q16865 Q16802_HUMAN Q06766 Q02928	0		163	DIRECT	163	DIRECT
CYP4Z1	2145	aminoglutethimide	L02BG01	9606.ENSP00000334246	D003577	Q86W10 Q5VVE4_HUMAN	0		163	DIRECT	163	DIRECT
CYP11B2	2145	aminoglutethimide	L02BG01	9606.ENSP00000325822	D003577	P19099 Q16726 Q16316_HUMAN Q16315_HUMAN Q14098_HUMAN	0		163	DIRECT	163	DIRECT
CYP2B6	2145	aminoglutethimide	L02BG01	9606.ENSP00000324648	D003577	P20813 Q9UNX8_HUMAN Q9UK46 Q6NWU2_HUMAN Q6NWU1_HUMAN Q2V565	0		163	DIRECT	163	DIRECT
CYP2A13	2145	aminoglutethimide	L02BG01	9606.ENSP00000332679	D003577	Q9H2X2 Q6R570_HUMAN Q6R569_HUMAN Q53YR8_HUMAN Q53YR8 Q16696	0		163	DIRECT	163	DIRECT
CYP3A4	2145	aminoglutethimide	L02BG01	9606.ENSP00000337915	D003577	Q9UK50 Q9BZM0_HUMAN Q86SK3_HUMAN Q86SK2_HUMAN Q7Z448_HUMAN Q6GRK0_HUMAN Q16757 P05184 P08684	0		163	DIRECT	163	DIRECT
CYP2G1P	2145	aminoglutethimide	L02BG01	9606.ENSP00000346110	D003577	Q16411_HUMAN	0		163	DIRECT	163	DIRECT
CYP8B1	2145	aminoglutethimide	L02BG01	9606.ENSP00000318867	D003577	O75958 Q9UNU6 Q6NWT3_HUMAN Q6NWT2_HUMAN	0		163	DIRECT	163	DIRECT
CYP4F8	2145	aminoglutethimide	L02BG01	9606.ENSP00000314398	D003577	P98187	0		163	DIRECT	163	DIRECT
ENSP00000343074	2145	aminoglutethimide	L02BG01	9606.ENSP00000343074	D003577	Q53WY8_HUMAN	0		163	DIRECT	163	DIRECT
CYP17A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000278017	D003577	Q5TZV7 P450C17 P05093	0		163	DIRECT	163	DIRECT
D001141	2145	aminoglutethimide	L02BG01	D001141			0		950	DIRECT	950	DIRECT
CYP2D6	2145	aminoglutethimide	L02BG01	9606.ENSP00000346625	D003577	Q6XP50_HUMAN Q6NWU0_HUMAN Q6B012_HUMAN Q6B012 Q16804_HUMAN Q16752 P450C2D P10635	0		163	DIRECT	163	DIRECT
D003577	2145	aminoglutethimide	L02BG01	D003577			0		163	DIRECT	163	DIRECT
CYP7A1	2145	aminoglutethimide	L02BG01	9606.ENSP00000301645	D003577	P22680 Q7KZ19 P78454	0		163	DIRECT	163	DIRECT
CYP1A2	2145	aminoglutethimide	L02BG01	9606.ENSP00000342007	D003577	P05177 Q9UK49_HUMAN Q9UK49 Q9BXX7_HUMAN Q9BXX7 Q6NWU5_HUMAN Q6NWU5 Q6NWU3_HUMAN Q16754	0		163	DIRECT	163	DIRECT
CYP2F1	2145	aminoglutethimide	L02BG01	9606.ENSP00000333534	D003577	P24903 Q8WWJ2_HUMAN	0		163	DIRECT	163	DIRECT
CYP2U1	2145	aminoglutethimide	L02BG01	9606.ENSP00000333212	D003577	Q96EQ6_HUMAN Q7Z449_HUMAN	0		163	DIRECT	163	DIRECT
COQ6	2145	aminoglutethimide	L02BG01	9606.ENSP00000333946	D003577	Q9Y2Z9 Q96CK2 Q96CA1 Q86U30_HUMAN Q53GG6_HUMAN	0		163	DIRECT	163	DIRECT
ENSP00000330650	2145	aminoglutethimide	L02BG01	9606.ENSP00000330650	D003577	Q14097_HUMAN	0		163	DIRECT	163	DIRECT
CYP4F11	2145	aminoglutethimide	L02BG01	9606.ENSP00000319859	D003577	O75254 Q9HBI6 Q96AQ5 Q8N3P5_HUMAN	0		163	DIRECT	163	DIRECT
CYP2W1	2145	aminoglutethimide	L02BG01	9606.ENSP00000310149	D003577	Q9NXA2_HUMAN Q8TAV3	0		163	DIRECT	163	DIRECT
CYP2R1	2145	aminoglutethimide	L02BG01	9606.ENSP00000334592	D003577	Q6VVX0 Q5RT65	0		163	DIRECT	163	DIRECT
CYP1B1	2145	aminoglutethimide	L02BG01	9606.ENSP00000260630	D003577	Q5TZW8_HUMAN Q5TZV6_HUMAN Q53TK1_HUMAN Q4U3K8_HUMAN Q16678 Q9H316 Q93089	0		163	DIRECT	163	DIRECT
CYP2S1	2145	aminoglutethimide	L02BG01	9606.ENSP00000301173	D003577	Q9BZ66 Q96SQ9	0		163	DIRECT	163	DIRECT
CYP2A7	2145	aminoglutethimide	L02BG01	9606.ENSP00000301146	D003577	P20853 Q13121	0		163	DIRECT	163	DIRECT
CYP2E1	2145	aminoglutethimide	L02BG01	9606.ENSP00000252945	D003577	Q5VZD5_HUMAN Q4LBD0_HUMAN Q3YA63_HUMAN Q16868_HUMAN P05181 Q9UK47 Q6NWT9_HUMAN Q6NWT7_HUMAN	0		163	DIRECT	163	DIRECT
